dataset,Subject,SubjCode,Type,TypeCode,n1,n2,nsmall,nlarge,Accuracy,Updating,Loops,Trial,L,C,R,age
addition,Sabina,7,1to1,3,6,5,5,6,1,6,,3,6,NA,5,Adults
addition,Sabina,7,1to1,3,5,6,5,6,1,6,,9,5,NA,6,Adults
addition,Sabina,7,1to1,3,5,6,5,6,0,6,,13,5,NA,6,Adults
addition,Sabina,7,1to1,3,5,6,5,6,1,6,,15,5,NA,6,Adults
addition,Sabina,7,1to1,3,6,5,5,6,1,6,,17,6,NA,5,Adults
addition,Sabina,7,1to1,3,5,6,5,6,1,6,,18,5,NA,6,Adults
addition,Sabina,7,1to1,3,6,5,5,6,1,6,,20,6,NA,5,Adults
addition,Sabina,7,1to1,3,6,5,5,6,1,6,,21,6,NA,5,Adults
addition,Sabina,7,1to1,3,6,5,5,6,1,6,,22,6,NA,5,Adults
addition,Sabina,7,1to1,3,5,6,5,6,0,6,,24,5,NA,6,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,1,5,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,1,7,,2,3,NA,4,Adults
addition,Sabina,7,Seq,2,4,5,4,5,1,9,,3,4,NA,5,Adults
addition,Sabina,7,Seq,2,4,5,4,5,0,9,,7,4,NA,5,Adults
addition,Sabina,7,Seq,2,4,3,3,4,0,7,,9,4,NA,3,Adults
addition,Sabina,7,Seq,2,5,4,4,5,0,9,,10,5,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,1,7,,11,3,NA,4,Adults
addition,Sabina,7,Seq,2,4,5,4,5,1,9,,12,4,NA,5,Adults
addition,Sabina,7,Seq,2,4,3,3,4,1,7,,17,4,NA,3,Adults
addition,Sabina,7,Seq,2,3,4,3,4,1,7,,18,3,NA,4,Adults
addition,Sabina,7,Seq,2,4,3,3,4,1,7,,21,4,NA,3,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,22,5,NA,4,Adults
addition,Sabina,7,Seq,2,4,3,3,4,1,7,,1,4,NA,3,Adults
addition,Sabina,7,Seq,2,4,5,4,5,0,9,,2,4,NA,5,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,3,5,NA,4,Adults
addition,Sabina,7,Seq,2,4,5,4,5,1,9,,6,4,NA,5,Adults
addition,Sabina,7,Seq,2,5,4,4,5,0,9,,7,5,NA,4,Adults
addition,Sabina,7,Seq,2,4,5,4,5,0,9,,8,4,NA,5,Adults
addition,Sabina,7,Seq,2,5,4,4,5,0,9,,13,5,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,0,7,,14,3,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,0,7,,16,3,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,1,7,,18,3,NA,4,Adults
addition,Sabina,7,Seq,2,4,3,3,4,0,7,,19,4,NA,3,Adults
addition,Sabina,7,Seq,2,4,3,3,4,0,7,,20,4,NA,3,Adults
addition,Sabina,7,Seq,2,4,5,4,5,1,9,,5,4,NA,5,Adults
addition,Sabina,7,Seq,2,3,4,3,4,1,7,,7,3,NA,4,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,8,5,NA,4,Adults
addition,Sabina,7,Seq,2,4,5,4,5,0,9,,10,4,NA,5,Adults
addition,Sabina,7,Seq,2,4,3,3,4,1,7,,11,4,NA,3,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,13,5,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,0,7,,14,3,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,1,7,,16,3,NA,4,Adults
addition,Sabina,7,Seq,2,4,3,3,4,1,7,,19,4,NA,3,Adults
addition,Sabina,7,Seq,2,4,5,4,5,1,9,,20,4,NA,5,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,23,5,NA,4,Adults
addition,Sabina,7,Seq,2,4,3,3,4,0,7,,24,4,NA,3,Adults
addition,Sabina,7,Seq,2,3,4,3,4,1,7,,6,3,NA,4,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,7,5,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,0,7,,8,3,NA,4,Adults
addition,Sabina,7,Seq,2,4,3,3,4,0,7,,9,4,NA,3,Adults
addition,Sabina,7,Seq,2,4,3,3,4,1,7,,14,4,NA,3,Adults
addition,Sabina,7,Seq,2,4,5,4,5,0,9,,16,4,NA,5,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,17,5,NA,4,Adults
addition,Sabina,7,Seq,2,4,5,4,5,1,9,,18,4,NA,5,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,19,5,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,0,7,,20,3,NA,4,Adults
addition,Sabina,7,Seq,2,4,5,4,5,0,9,,21,4,NA,5,Adults
addition,Sabina,7,Seq,2,4,3,3,4,0,7,,23,4,NA,3,Adults
addition,Sabina,7,Seq,2,4,3,3,4,0,7,,1,4,NA,3,Adults
addition,Sabina,7,Seq,2,3,4,3,4,1,7,,3,3,NA,4,Adults
addition,Sabina,7,Seq,2,4,5,4,5,1,9,,5,4,NA,5,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,7,5,NA,4,Adults
addition,Sabina,7,Seq,2,4,3,3,4,0,7,,16,4,NA,3,Adults
addition,Sabina,7,Seq,2,4,3,3,4,1,7,,17,4,NA,3,Adults
addition,Sabina,7,Seq,2,4,5,4,5,0,9,,18,4,NA,5,Adults
addition,Sabina,7,Seq,2,5,4,4,5,0,9,,20,5,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,1,7,,21,3,NA,4,Adults
addition,Sabina,7,Seq,2,3,4,3,4,0,7,,22,3,NA,4,Adults
addition,Sabina,7,Seq,2,5,4,4,5,1,9,,24,5,NA,4,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,5,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,1,11,,8,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,9,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,1,11,,12,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,13,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,0,11,,14,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,0,11,,15,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,0,11,,16,5,NA,6,Adults
addition,Sabina,7,Seq,2,5,6,5,6,0,11,,18,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,19,6,NA,5,Adults
addition,Sabina,7,Seq,2,6,5,5,6,0,11,,21,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,1,11,,24,5,NA,6,Adults
addition,Sabina,7,Seq,2,5,6,5,6,0,11,,1,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,2,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,0,11,,3,5,NA,6,Adults
addition,Sabina,7,Seq,2,5,6,5,6,1,11,,11,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,0,11,,12,6,NA,5,Adults
addition,Sabina,7,Seq,2,6,5,5,6,0,11,,14,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,1,11,,15,5,NA,6,Adults
addition,Sabina,7,Seq,2,5,6,5,6,1,11,,18,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,20,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,0,11,,4,5,NA,6,Adults
addition,Sabina,7,Seq,2,5,6,5,6,0,11,,5,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,6,6,NA,5,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,7,6,NA,5,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,8,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,1,11,,10,5,NA,6,Adults
addition,Sabina,7,Seq,2,5,6,5,6,0,11,,11,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,12,6,NA,5,Adults
addition,Sabina,7,Seq,2,6,5,5,6,1,11,,14,6,NA,5,Adults
addition,Sabina,7,Seq,2,6,5,5,6,0,11,,16,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,1,11,,19,5,NA,6,Adults
addition,Sabina,7,Seq,2,5,6,5,6,1,11,,23,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,0,11,,25,6,NA,5,Adults
addition,Sabina,7,Seq,2,5,6,5,6,0,11,,26,5,NA,6,Adults
addition,Sabina,7,Seq,2,6,5,5,6,0,11,,27,6,NA,5,Adults
Barnardlong,Pearl,5,Sequential,2,1,3,1,3,1,4,,10,1,3,,Adults
Barnardlong,Pearl,5,Sequential,2,1,3,1,3,1,4,,29,1,3,,Adults
Barnardlong,Pearl,5,Sequential,2,1,3,1,3,1,4,,14,1,3,,Adults
Barnardlong,Pearl,5,Sequential,2,1,3,1,3,1,4,,28,1,3,,Adults
Barnardlong,Pearl,5,Sequential,2,1,3,1,3,1,4,,7,1,,3,Adults
Barnardlong,Pearl,5,Sequential,2,3,1,1,3,1,4, ,10,3,,1,Adults
Barnardlong,Pearl,5,Sequential,2,3,1,1,3,1,4,,18,3,,1,Adults
Barnardlong,Pearl,5,Sequential,2,3,1,1,3,1,4,,32,,3,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,3,1,3,1,4,,16,,1,3,Adults
Barnardlong,Pearl,5,Sequential,2,1,4,1,4,0,5,,14,1,4,,Adults
Barnardlong,Pearl,5,Sequential,2,4,1,1,4,1,5,,11,4,1,,Adults
Barnardlong,Pearl,5,Sequential,2,4,1,1,4,1,5,,22,4,1,,Adults
Barnardlong,Pearl,5,Sequential,2,4,1,1,4,1,5,,6,4,,1,Adults
Barnardlong,Pearl,5,Sequential,2,4,1,1,4,1,5,,15,4,,1,Adults
Barnardlong,Pearl,5,Sequential,2,4,1,1,4,1,5,,24,4,,1,Adults
Barnardlong,Pearl,5,Sequential,2,4,1,1,4,1,5,,28,4,,1,Adults
Barnardlong,Pearl,5,Sequential,2,4,1,1,4,1,5,,24,,4,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,5,1,5,1,6,,15,,1,5,Adults
Barnardlong,Pearl,5,Sequential,2,5,1,1,5,1,6,,10,,5,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,5,1,5,1,6,,17,,1,5,Adults
Barnardlong,Pearl,5,Sequential,2,1,6,1,6,0,7,,33,,1,6,Adults
Barnardlong,Pearl,5,Sequential,2,6,1,1,6,1,7,,21,6,1,,Adults
Barnardlong,Pearl,5,Sequential,2,1,6,1,6,1,7,,9,1,6,,Adults
Barnardlong,Pearl,5,Sequential,2,7,1,1,7,0,8,,28,7,1,,Adults
Barnardlong,Pearl,5,Sequential,2,7,1,1,7,1,8,,13,7,,1,Adults
Barnardlong,Pearl,5,Sequential,2,8,1,1,8,1,9,,25,8,1,,Adults
Barnardlong,Pearl,5,Sequential,2,8,1,1,8,1,9,,32,8,,1,Adults
Barnardlong,Pearl,5,Sequential,2,3,2,2,3,0,5,,21,3,2,,Adults
Barnardlong,Pearl,5,Sequential,2,3,2,2,3,0,5,,23,3,2,,Adults
Barnardlong,Pearl,5,Sequential,2,3,2,2,3,0,5,,11,,3,2,Adults
Barnardlong,Pearl,5,Sequential,2,3,2,2,3,1,5,,12,3,,2,Adults
Barnardlong,Pearl,5,Sequential,2,3,2,2,3,1,5,,11,,3,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,3,2,3,1,5,,16,,2,3,Adults
Barnardlong,Pearl,5,Sequential,2,2,3,2,3,1,5,,25,,2,3,Adults
Barnardlong,Pearl,5,Sequential,2,2,3,2,3,1,5,,16,,2,3,Adults
Barnardlong,Pearl,5,Sequential,2,2,4,2,4,0,6,,26,2,,4,Adults
Barnardlong,Pearl,5,Sequential,2,2,4,2,4,1,6,,21,2,4,,Adults
Barnardlong,Pearl,5,Sequential,2,2,4,2,4,1,6,,25,2,,4,Adults
Barnardlong,Pearl,5,Sequential,2,4,2,2,4,1,6,,30,4,,2,Adults
Barnardlong,Pearl,5,Sequential,2,4,2,2,4,1,6,,29,4,,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,4,2,4,1,6,,20,2,,4,Adults
Barnardlong,Pearl,5,Sequential,2,2,4,2,4,1,6,,11,,2,4,Adults
Barnardlong,Pearl,5,Sequential,2,2,5,2,5,0,7,,31,2,5,,Adults
Barnardlong,Pearl,5,Sequential,2,5,2,2,5,1,7,,15,5,2,,Adults
Barnardlong,Pearl,5,Sequential,2,5,2,2,5,1,7,,26,,5,2,Adults
Barnardlong,Pearl,5,Sequential,2,6,2,2,6,0,8,,6,6,2,,Adults
Barnardlong,Pearl,5,Sequential,2,2,6,2,6,1,8,,7,,2,6,Adults
Barnardlong,Pearl,5,Sequential,2,7,2,2,7,1,9,,27,7,,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,7,2,7,1,9,,5,,2,7,Adults
Barnardlong,Pearl,5,Sequential,2,2,8,2,8,1,10,,22,2,,8,Adults
Barnardlong,Pearl,5,Sequential,2,2,8,2,8,1,10,,19,,2,8,Adults
Barnardlong,Pearl,5,Sequential,2,3,4,3,4,0,7,,13,3,4,,Adults
Barnardlong,Pearl,5,Sequential,2,3,4,3,4,0,7,,18,3,4,,Adults
Barnardlong,Pearl,5,Sequential,2,3,4,3,4,0,7,,31,3,,4,Adults
Barnardlong,Pearl,5,Sequential,2,4,3,3,4,0,7,,17,,4,3,Adults
Barnardlong,Pearl,5,Sequential,2,3,4,3,4,1,7,,28,3,4,,Adults
Barnardlong,Pearl,5,Sequential,2,3,4,3,4,1,7,,21,,3,4,Adults
Barnardlong,Pearl,5,Sequential,2,4,3,3,4,1,7,,24,,4,3,Adults
Barnardlong,Pearl,5,Sequential,2,4,3,3,4,1,7,,29,,4,3,Adults
Barnardlong,Pearl,5,Sequential,2,3,5,3,5,0,8,,33,3,,5,Adults
Barnardlong,Pearl,5,Sequential,2,3,5,3,5,1,8,,11,3,5,,Adults
Barnardlong,Pearl,5,Sequential,2,3,5,3,5,1,8,,6,3,,5,Adults
Barnardlong,Pearl,5,Sequential,2,6,3,3,6,0,9,,12,6,,3,Adults
Barnardlong,Pearl,5,Sequential,2,3,6,3,6,1,9,,25,3,,6,Adults
Barnardlong,Pearl,5,Sequential,2,7,3,3,7,0,10,,31,,7,3,Adults
Barnardlong,Pearl,5,Sequential,2,7,3,3,7,1,10,,9,7,3,,Adults
Barnardlong,Pearl,5,Sequential,2,7,3,3,7,1,10,,18,,7,3,Adults
Barnardlong,Pearl,5,Sequential,2,7,4,4,7,0,11,,29,,7,4,Adults
Barnardlong,Pearl,5,Sequential,2,4,7,4,7,1,11,,27,4,,7,Adults
Barnardlong,Pearl,5,Sequential,2,7,4,4,7,1,11,,10,,7,4,Adults
Barnardlong,Pearl,5,Sequential,2,5,6,5,6,0,11,,33,5,,6,Adults
Barnardlong,Pearl,5,Sequential,2,6,5,5,6,0,11,,24,6,5,,Adults
Barnardlong,Pearl,5,Sequential,2,6,5,5,6,0,11,,11,6,5,,Adults
Barnardlong,Pearl,5,Sequential,2,6,5,5,6,0,11,,19,6,,5,Adults
Barnardlong,Pearl,5,Sequential,2,5,6,5,6,1,11,,13,5,,6,Adults
Barnardlong,Pearl,5,Sequential,2,7,5,5,7,0,12,,11,7,5,,Adults
Barnardlong,Pearl,5,Sequential,2,7,5,5,7,0,12,,24,7,,5,Adults
Barnardlong,Pearl,5,Sequential,2,7,5,5,7,1,12,,31,7,5,,Adults
Barnardlong,Pearl,5,Sequential,2,5,7,5,7,1,12,,14,5,7,,Adults
Barnardlong,Pearl,5,Sequential,2,5,7,5,7,1,12,,16,5,7,,Adults
Barnardlong,Pearl,5,Sequential,2,7,5,5,7,1,12,,16,7,5,,Adults
Barnardlong,Pearl,5,Sequential,2,7,5,5,7,1,12,,17,,7,5,Adults
Barnardlong,Pearl,5,Sequential,2,5,8,5,8,0,13,,25,5,,8,Adults
Barnardlong,Pearl,5,Sequential,2,8,5,5,8,0,13,,16,8,5,,Adults
Barnardlong,Pearl,5,Sequential,2,5,8,5,8,0,13,,31,,5,8,Adults
Barnardlong,Pearl,5,Sequential,2,5,8,5,8,1,13,,14,5,8,,Adults
Barnardlong,Pearl,5,Sequential,2,8,5,5,8,1,13,,10,8,5,,Adults
Barnardlong,Pearl,5,Sequential,2,5,8,5,8,1,13,,30,5,,8,Adults
Barnardlong,Pearl,5,Sequential,2,8,5,5,8,1,13,,15,,8,5,Adults
Barnardlong,Pearl,5,Sequential,2,8,5,5,8,1,13,,13,,8,5,Adults
Barnardlong,Pearl,5,Sequential,2,8,5,5,8,1,13,,20,8,,5,Adults
Barnardlong,Pearl,5,Sequential,2,5,8,5,8,1,13,,9,,5,8,Adults
Barnardlong,Pearl,5,Sequential,2,6,7,6,7,0,13,,8,6,,7,Adults
Barnardlong,Pearl,5,Sequential,2,6,7,6,7,0,13,,33,,6,7,Adults
Barnardlong,Pearl,5,Sequential,2,7,6,6,7,0,13,,29,,7,6,Adults
Barnardlong,Pearl,5,Sequential,2,7,6,6,7,1,13,,23,7,,6,Adults
Barnardlong,Pearl,5,Sequential,2,6,7,6,7,1,13,,12,6,,7,Adults
Barnardlong,Pearl,5,Sequential,2,6,8,6,8,0,14,,26,6,,8,Adults
Barnardlong,Pearl,5,Sequential,2,6,8,6,8,0,14,,25,,6,8,Adults
Barnardlong,Pearl,5,Sequential,2,8,6,6,8,0,14,,25,8,6,,Adults
Barnardlong,Pearl,5,Sequential,2,6,8,6,8,1,14,,11,6,8,,Adults
Barnardlong,Pearl,5,Sequential,2,6,8,6,8,1,14,,28,6,8,,Adults
Barnardlong,Pearl,5,Sequential,2,6,8,6,8,1,14,,18,,6,8,Adults
Barnardlong,Pearl,5,Sequential,2,6,8,6,8,1,14,,13,,6,8,Adults
Barnardlong,Pearl,5,Sequential,2,8,7,7,8,0,15,,19,8,7,,Adults
Barnardlong,Pearl,5,Sequential,2,7,8,7,8,0,15,,31,,7,8,Adults
Barnardlong,Pearl,5,Sequential,2,7,8,7,8,1,15,,30,7,8,,Adults
Barnardlong,Pearl,5,Sequential,2,7,8,7,8,1,15,,27,,7,8,Adults
Barnardlong,Pearl,5,Sequential,2,8,7,7,8,1,15,,33,8,,7,Adults
Barnardlong,Pearl,5,Sequential,2,7,8,7,8,1,15,,19,,7,8,Adults
Barnardlong,Pearl,5,Sequential,2,4,5,4,5,0,9,,8,4,,5,Adults
Barnardlong,Pearl,5,Sequential,2,5,4,4,5,0,9,,27,,5,4,Adults
Barnardlong,Pearl,5,Sequential,2,5,4,4,5,1,9,,31,,5,4,Adults
Barnardlong,Pearl,5,Sequential,2,6,4,4,6,0,10,,13,,6,4,Adults
Barnardlong,Pearl,5,Sequential,2,6,4,4,6,1,10,,7,6,4,,Adults
Barnardlong,Pearl,5,Sequential,2,4,6,4,6,1,10,,24,4,6,,Adults
Barnardlong,Pearl,5,Sequential,2,8,4,4,8,1,12,,8,8,4,,Adults
Barnardlong,Pearl,5,Sequential,2,8,4,4,8,1,12,,24,8,,4,Adults
Barnardlong,Pearl,5,Sequential,2,8,3,3,8,1,11,,21,8,3,,Adults
Barnardlong,Pearl,5,Sequential,2,3,8,3,8,1,11,,30,3,,8,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,0,3,,1,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,25,1,2,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,2,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,30,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,21,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,30,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,3,1,2,,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,4,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,15,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,0,3,,3,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,25,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,32,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,2,2,,1,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,0,3,,3,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,2,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,22,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,30,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,26,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,7,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,19,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,21,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,0,3,,22,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,0,3,,7,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,18,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,28,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,2,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,4,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,15,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,0,3,,2,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,8,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,5,1,2,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,9,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,18,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,4,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,26,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,8,1,2,,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,3,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,22,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,6,1,2,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,4,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,26,2,,1,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,18,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,14,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,3,1,2,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,0,3,,20,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,11,2,,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,2,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,4,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,2,,2,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,7,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,0,3,,3,2,1,,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,4,1,,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,18,1,2,,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,7,2,,1,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,0,3,,32,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,20,1,2,,Adults
Barnardlong,Pearl,5,Sequential,2,1,2,1,2,1,3,,4,,1,2,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,1,2,,1,Adults
Barnardlong,Pearl,5,Sequential,2,2,1,1,2,1,3,,14,2,,1,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,3,1,3,0,1,,30,1,,3,Adults
Barnardlong,Pearl,5,Simultaneous,1,3,1,1,3,0,1,,5,3,1,,Adults
Barnardlong,Pearl,5,Simultaneous,1,3,1,1,3,0,1,,9,3,1,,Adults
Barnardlong,Pearl,5,Simultaneous,1,3,1,1,3,1,1,,8,3,1,,Adults
Barnardlong,Pearl,5,Simultaneous,1,3,1,1,3,1,1,,11,3,1,,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,3,1,3,1,1,,6,1,3,,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,3,1,3,1,1,,19,,1,3,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,3,1,3,1,1,,23,,1,3,Adults
Barnardlong,Pearl,5,Simultaneous,1,3,1,1,3,1,1,,29,3,,1,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,4,1,4,1,1,,18,1,4,,Adults
Barnardlong,Pearl,5,Simultaneous,1,4,1,1,4,1,1,,19,4,1,,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,4,1,4,1,1,,23,1,4,,Adults
Barnardlong,Pearl,5,Simultaneous,1,4,1,1,4,1,1,,5,,4,1,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,4,1,4,1,1,,6,1,,4,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,4,1,4,1,1,,12,1,,4,Adults
Barnardlong,Pearl,5,Simultaneous,1,4,1,1,4,1,1,,17,4,,1,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,4,1,4,1,1,,31,,1,4,Adults
Barnardlong,Pearl,5,Simultaneous,1,5,1,1,5,1,1,,9,5,1,,Adults
Barnardlong,Pearl,5,Simultaneous,1,5,1,1,5,1,1,,6,,5,1,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,5,1,5,1,1,,27,,1,5,Adults
Barnardlong,Pearl,5,Simultaneous,1,6,1,1,6,1,1,,19,6,1,,Adults
Barnardlong,Pearl,5,Simultaneous,1,6,1,1,6,1,1,,5,,6,1,Adults
Barnardlong,Pearl,5,Simultaneous,1,6,1,1,6,1,1,,9,,6,1,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,7,1,7,1,1,,10,1,7,,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,7,1,7,1,1,,25,1,7,,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,8,1,8,1,1,,17,1,8,,Adults
Barnardlong,Pearl,5,Simultaneous,1,1,8,1,8,1,1,,29,1,,8,Adults
Barnardlong,Pearl,5,Simultaneous,1,2,3,2,3,0,1,,10,,2,3,Adults
Barnardlong,Pearl,5,Simultaneous,1,3,2,2,3,0,1,,30,3,,2,Adults
Barnardlong,Pearl,5,Simultaneous,1,2,3,2,3,1,1,,20,2,3,,Adults
Barnardlong,Pearl,5,Simultaneous,1,2,3,2,3,1,1,,22,2,3,,Adults
